event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE50547,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - North,31.4591,34.3923,1,Israeli Defense Forces; Quds News Network; Twitter,Other-New media,"On 18 April 2024, Israeli warplanes struck targets near the bridge of Wadi Gaza north of An Nusayrat camp (An Nusayrat - North, Deir El Balah, Gaza Strip). IDF claimed that the airstrikes killed 2 militants.",2,,1726520660
PSE50602,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shati' Camp,31.5349,34.4466,1,Palestine News and Information Agency; Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 18 April 2024, Israeli warplanes struck houses in Gaza - Ash Shati' Camp (Gaza City, Gaza Strip) leading to unspecified fatalities. [Palestinian Ministry of Health reported 34012 fatalities upto 18 April 2024. 26 fatalities not attributed to specific events split across 3 events on 18 April. 8 fatalities coded to this event.]",8,,1727730467
PSE50585,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shaykh Ijlin,31.5098,34.4274,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 18 April 2024, Israeli artillery shelled the Gaza - Ash Shaykh Ijlin (Gaza City, Gaza Strip). Casualties unknown.",0,,1732580228
PSE50668,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun - Al-Sekka,31.5463,34.5332,2,PLO Negotiations Affairs Department,Other,"On 18 April 2024, Israeli artillery and tanks shelled targets east of North Gaza, coded to Beit Hanoun - Al-Sekka (North Gaza, Gaza Strip). Casualties unknown.",0,,1736845192
PSE50570,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,1,Arab 48; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 18 April 2024, Israeli warplanes carried out strikes and artillery shelled targets in the Al Mughraqa (Gaza City, Gaza Strip), leaving 3 injuries.",0,,1739840138
PSE50702,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Rafah,,Yibna,31.2842,34.2482,2,PLO Negotiations Affairs Department,Other,"On 18 April 2024, Israeli artillery and tanks shelled targets east of Rafah, coded to Yibna (Rafah, Gaza Strip). Casualties unknown.",0,,1739840138
PSE50703,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Yibna,31.2842,34.2482,1,Palestine News and Information Agency; Palestinian Ministry of Health,Other-National,"On 18 April 2024, Israeli warplanes struck a house in Yibna refugee camp (Rafah, Gaza Strip )leading to unspecified fatalities. [Palestinian Ministry of Health reported 34012 fatalities upto 18 April 2024. 26 fatalities not attributed to specific events split across 3 events on 18 April. 9 fatalities coded to this event.]",9,,1739840138
PSE50598,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Arab 48; Palestine News and Information Agency,National,"On 18 April 2024, Israeli artillery shelled the Gaza - Az Zaytun (Gaza City, Gaza Strip). Casualties unknown.",0,,1740447587
PSE50629,2024-04-18,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Tal el Hawa,31.5041,34.435,1,Palestine News and Information Agency; Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 18 April 2024, Israeli warplanes struck houses in Gaza - Tal el Hawa (Gaza City, Gaza Strip) leading to unspecified fatalities. Also, Israeli artillery shelled targets in the same area. [Palestinian Ministry of Health reported 34012 fatalities upto 18 April 2024. 26 fatalities not attributed to specific events split across 3 events on 18 April. 9 fatalities coded to this event.]",9,,1740447587
PSE50582,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,1,Newpress; Twitter,New media-National,"On 17 April 2024, Israeli warplanes carried out strikes near the Al Lababidi area in Gaza City (Gaza City, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50589,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Tuffah,31.5134,34.4751,1,Newpress; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes struck a house in Gaza - At Tuffah (Gaza City, Gaza Strip). There were no casualties.",0,,1715049702
PSE50611,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Sheikh Radwan,31.5349,34.4667,1,Arab 48; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes struck a group of people in Gaza - Sheikh Radwan (Gaza City, Gaza Strip), leaving 13 fatalities and a number of injuries.",13,,1715049702
PSE50617,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,2,PLO Negotiations Affairs Department,Other,"On 17 April 2024, Israeli artillery and tanks shelled targets east of Gaza City, coded to Gaza - Shujaiyya (Gaza City, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50618,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,1,Al-Ittihad; Arab 48; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes struck a house in Gaza - Shujaiyya (Gaza City, Gaza Strip), leaving at least 2 fatalities.",2,,1715049702
PSE50640,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,2,PLO Negotiations Affairs Department,Other,"On 17 April 2024, Israeli artillery and tanks shelled targets east of Khan Yunis, coded to Bani Suheila (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50544,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - North,31.4591,34.3923,2,Arab 48; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli military helicopters opened fire and artillery struck targets northwest of An Nusayrat camp (coded to An Nusayrat - North, Deir El Balah, Gaza Strip). Casualties unknown.",0,,1715641891
PSE50561,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah Camp,31.4249,34.34,2,Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter,Other-New media,"On 17 April 2024, Israeli warplanes struck a pharmaceutical factory east of Deir El Balah, coded to Deir al Balah Camp (Deir al Balah, Gaza Strip). Meanwhile, artillery and tanks shelled targets in the same area. Casualties unknown.",0,,1715641891
PSE50624,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Southern Remal,31.5168,34.4355,2,Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes struck targets west of Gaza City, coded to Gaza - Southern Remal (Gaza City, Gaza Strip). Casualties unknown.",0,,1721691304
PSE50601,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shati' Camp,31.5349,34.4466,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes struck targets (including a school hosting displaced people) in Gaza - Ash Shati' Camp (Gaza City, Gaza Strip), killing 4 persons including 2 children.",4,,1726520660
PSE50540,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat,31.4486,34.3925,1,Palestine News and Information Agency; Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 17 April 2024, Israeli warplanes carried out airstrikes and artillery shelled targets in An Nusayrat refugee camp (Deir El Balah, Gaza Strip). Also, an airstrike targeted a building in the camp leading to unspecified fatalities. [Palestinian Ministry of Health reported 33970 fatalities upto 17 April 2024. 31 fatalities not attributed to specific events split across 2 events on 17 April. 16 fatalities coded to this event.]",16,,1727730467
PSE50542,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - North,31.4591,34.3923,1,Arab 48; Palestine News and Information Agency; Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 17 April 2024, Israeli warplanes carried out airstrikes targeting residential towers and artillery shelled targets north of An Nusayrat refugee camp (An Nusayrat - North, Deir El Balah, Gaza Strip) leading to unspecified fatalities. [Palestinian Ministry of Health reported 33970 fatalities upto 17 April 2024. 31 fatalities not attributed to specific events split across 2 events on 17 April. 15 fatalities coded to this event.]",15,,1727730467
PSE50577,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Zahra,31.4716,34.4013,1,Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli artillery shelled targets in Al Zahra (Gaza City, Gaza Strip). Casualties unknown.",0,,1732580228
PSE50605,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Nezarim,31.484,34.4056,2,Palestine News and Information Agency,National,"On 17 April 2024, Israeli warplanes carried out airstrikes and artillery shelled targets in Gaza - Nezarim (Gaza City, Gaza Strip), causing material damage and destruction of properties. Casualties unknown.",0,,1732580228
PSE50667,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun - Al-Sekka,31.5463,34.5332,2,PLO Negotiations Affairs Department,Other,"On 17 April 2024, Israeli artillery and tanks shelled targets east of North Gaza, coded to Beit Hanoun - Al-Sekka (North Gaza, Gaza Strip). Casualties unknown.",0,,1736845192
PSE50569,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,1,Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli artillery shelled targets in Al Mughraqa (Gaza City, Gaza Strip). Casualties unknown.",0,,1739840138
PSE50701,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Rafah,,Yibna,31.2842,34.2482,2,PLO Negotiations Affairs Department,Other,"On 17 April 2024, Israeli artillery and tanks shelled targets east of Rafah, coded to Yibna (Rafah, Gaza Strip). Casualties unknown.",0,,1739840138
PSE50597,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Arab 48; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli artillery shelled targets in Gaza - Az Zaytun (Gaza City, Gaza Strip). Casualties unknown.",0,,1740447587
PSE50628,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Tal el Hawa,31.5041,34.435,2,Arab 48; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes carried out strikes on the outskirts of Gaza - Tal el Hawa (Gaza City, Gaza Strip). Casualties unknown.",0,,1740447587
PSE50687,2024-04-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,As Salam,31.2678,34.2567,1,Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 17 April 2024, Israeli warplanes struck a room hosting displaced Palestinians in As Salam (Rafah, Gaza Strip), killing 11 persons including a woman and 3 children.",11,,1744679477
PSE50581,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,1,Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli warplanes carried out strikes in Gaza City (Gaza City, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50587,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Tuffah,31.5134,34.4751,2,Ma'an News Agency; Palestine News and Information Agency,National,"On 16 April 2024, Israeli warplanes carried out airstrikes east of Gaza - At Tuffah (Gaza City, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50588,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Police Forces of Palestine (2007-) Gaza Strip,Hamas Movement,State forces,State forces-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Tuffah,31.5134,34.4751,1,Al Ghad (Jordan); Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 16 April 2024, An Israeli warplane struck a passing police car (Hamas's police) in Gaza - At Tuffah (Gaza City, Gaza Strip), leaving at least 8 fatalities and a number of injuries.",8,,1715049702
PSE50616,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,2,PLO Negotiations Affairs Department,Other,"On 16 April 2024, Israeli artillery and tanks shelled targets east of Gaza City, coded to Gaza - Shujaiyya (Gaza City, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50631,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Kabirah,31.3191,34.3401,1,Palestine News and Information Agency,National,"On 16 April 2024, Israeli artillery shelled targets in Abasan al Kabirah (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50638,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,2,PLO Negotiations Affairs Department; Quds News Network; Twitter,Other-New media,"On 16 April 2024, Israeli artillery and tanks shelled targets east of Khan Yunis, coded to Bani Suheila (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50639,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,1,Palestine News and Information Agency,National,"On 16 April 2024, Israeli artillery shelled targets in Bani Suheila (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50649,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3502,34.3081,1,Palestine News and Information Agency,National,"On 16 April 2024, Israeli warplanes carried out airstrikes in Khan Yunis City (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50654,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - West (Municipal Stadium),31.3484,34.2961,2,Arab 48; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli gunboats struck west of Khan Yunis (coded to Khan Yunis - West (Municipal Stadium)) (Gaza Strip). Casualties unknown.",0,,1715049702
PSE50655,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khuzaa,31.3069,34.3572,1,Palestine News and Information Agency,National,"On 16 April 2024, Israeli artillery shelled targets in Khuzaa (Khan Yunis, Gaza Strip). Casualties unknown.",0,,1715049702
PSE50508,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,2,Arab 48; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli artillery shelled targets east of Al Burayj camp (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1715641890
PSE50516,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Musaddar,31.4105,34.378,2,Palestine News and Information Agency,National,"On 16 April 2024, Israeli artillery shelled targets west of Deir al Balah city, coded to Al Musaddar (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1715641890
PSE50535,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat,31.4486,34.3925,1,Ma'an News Agency; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli warplanes carried out airstrikes and artillery shelled targets in An Nusayrat refugee camp (Deir El Balah, Gaza Strip), leaving at least 5 injuries. Also 2 Palestinian children were killed in a separate Israeli airstrike in the same area.",2,,1715641890
PSE50536,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - North,31.4591,34.3923,1,Arab 48; Ma'an News Agency; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli warplanes carried out airstrikes and opened fire while artillery shelled targets north of An Nusayrat camp (An Nusayrat - North, Deir El Balah, Gaza Strip), leaving at least 3 fatalities and dozens of injuries and causing the destruction of properties. Also, warplanes targeted a residential tower and houses in the same area. Total fatalities were at least 3.",3,,1715641890
PSE50556,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,1,Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli warplanes struck targets in Deir al Balah (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1715641891
PSE50560,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah Camp,31.4249,34.34,2,PLO Negotiations Affairs Department,Other,"On 16 April 2024, Israeli artillery and tanks shelled targets east of Deir El Balah, coded to Deir al Balah Camp (Deir al Balah, Gaza Strip). Casualties unknown.",0,,1715641891
PSE50607,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Sabra,31.5086,34.4493,1,Al-Ittihad; Arab 48; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli warplanes struck a mosque in Gaza - Sabra (Gaza City, Gaza Strip). Casualties unknown.",0,,1719274427
PSE50694,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli warplanes struck a house in Tal as Sultan (Rafah, Gaza Strip), leaving 4 fatalities, including a child, and several injuries.",4,,1721691304
PSE50683,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya Camp,31.536,34.4907,2,Arab 48,National,"On 16 April 2024, Israeli tanks opened fire and artillery shelled targets while advancing east of Mukhayyam Jabalya Camp (North Gaza, Gaza Strip). Casualties unknown.",0,,1726520659
PSE50539,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - West,31.4525,34.3756,1,Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 16 April 2024, Israeli UAVs opened fire toward displaced Palestinians near Al Mufti School west of An Nusayrat (An Nusayrat - West, Deir El Balah, Gaza Strip) leading to unspecified fatalities. [Palestinian Ministry of Health reported 33899 fatalities upto 16 April 2024. 14 fatalities not attributed to specific events split across 5 events on 16 April. 2 fatalities coded to this event.]",2,,1727730467
PSE50600,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shati' Camp,31.5349,34.4466,1,Arab 48; Newpress; Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 16 April 2024, Israeli warplanes struck a house in Gaza - Ash Shati' Camp (Gaza City, Gaza Strip) leading to unspecified fatalities. [Palestinian Ministry of Health reported 33899 fatalities upto 16 April 2024. 14 fatalities not attributed to specific events split across 5 events on 16 April. 3 fatalities coded to this event.]",3,,1727730467
PSE50610,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Sheikh Radwan,31.5349,34.4667,2,Ma'an News Agency; Newpress; Palestine News and Information Agency; Palestinian Ministry of Health; Quds News Network; Twitter,Other-New media,"On 16 April 2024, Israeli warplanes struck a house at the Al Nafaq Street north of Gaza City, coded to Gaza - Sheikh Radwan (Gaza City, Gaza Strip), destroying properties and leading to unspecified fatalities. [Palestinian Ministry of Health reported 33899 fatalities upto 16 April 2024. 14 fatalities not attributed to specific events split across 5 events on 16 April. 3 fatalities coded to this event.]",3,,1727730467
PSE50660,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun,31.5405,34.5402,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 16 April 2024, Israeli artillery shelled targets and opened fire toward houses during a military operation in Beit Hanoun (North Gaza, Gaza Strip). Casualties unknown.",0,,1736845192
PSE50666,2024-04-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun - Al-Sekka,31.5463,34.5332,2,PLO Negotiations Affairs Department,Other,"On 16 April 2024, Israeli artillery and tanks shelled targets east of North Gaza, coded to Beit Hanoun - Al-Sekka (North Gaza, Gaza Strip). Casualties unknown.",0,,1736845192
