event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE74167,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Journalists (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya,31.5272,34.4835,2,Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 23 May 2025, Israeli warplanes targeted a group of people in Al Saftawi area west Jabalya (North Gaza, Gaza Strip) killing 3 people, including a journalist, and injuring others. This event occurred following the expiration of the first phase of the ceasefire.",3,,1748304023
PSE74182,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Government of Palestine (2007-) Hamas Government in Gaza,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Southern Remal,31.5168,34.4355,2,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted several times a building belonging to the Ministry of Interior in west of Gaza city, coded to Gaza - Southern Remal (Gaza City, Gaza Strip) injuring people. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304023
PSE74194,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat,31.4486,34.3925,1,Palestine News and Information Agency; Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted the roof of a house near Sawarha cemetery in An Nusayrat (Deir El Balah, Gaza Strip) killing one person and injuring many others. Israeli warplanes targeted a house in the same location killing one person; and targeted a group of people killing another person and injuring others. Israeli warplanes launched an airstrike near Ain al Jalout towers, casualties unknown. Fatalities coded as at least 3. This event occurred following the expiration of the first phase of the ceasefire.",3,,1748304023
PSE74204,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Jadidah,31.3416,34.3459,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted a house in Abasan al Jadidah (Khan Yunis, Gaza Strip) killing 11 people from the same family and injuring many others. Israeli warplanes targeted another house in the same location killing 2 people and injuring 1 other person; and an IDP tent near Abu Nuwaira school killing 1 person. Israeli artillery also targeted the town, casualties unknown. Fatalities coded as at least 14. This event occurred following the expiration of the first phase of the ceasefire.",14,,1748304023
PSE74213,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Qararah,31.3739,34.3409,2,Palestine News and Information Agency; Quds News Network,National,"On 23 May 2025, Israeli helicopters fired live ammunition east of Al Qararah (Khan Yunis, Gaza Strip), casualties unknown. Israeli drones targeted an IDP tent in west of Al Qararah, killing a child and injuring 30 other people. Fatalities coded as at least 1. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304024
PSE74218,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Qizan an Najjar,31.323,34.2761,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted a house in Qizan an Najjar (Khan Yunis, Gaza Strip) killing 9 people and injuring others. Israeli artillery also heavily targeted the town, casualties unknown. Fatalities coded as at least 9. This event occurred following the expiration of the first phase of the ceasefire.",9,,1748304024
PSE74233,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - West (Municipal Stadium),31.3484,34.2961,1,Al Ghad (Jordan); Palestine News and Information Agency,National-Regional,"On 23 May 2025, Israeli forces, likely warplanes, targeted a house in the western camp in Khan Yunis, coded to Khan Yunis - West (Municipal Stadium) (Khan Yunis, Gaza Strip) killing two children and injuring their parents. Israeli warplanes launched an airstrike on another house in the city, killing 3 people and injuring others. Fatalities 5. This event occurred following the expiration of the first phase of the ceasefire.",5,,1748304024
PSE74238,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Musaddar,31.4105,34.378,2,Palestine News and Information Agency,National,"On 23 May 2025, an Israeli drone targeted a group of people west of Deir al Balah, coded to Al Musaddar (Deir El Balah, Gaza Strip) killing one child. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304024
PSE74255,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Health Workers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya - Tel-Zaatar,31.5367,34.5035,1,Newpress; Quds News Network; Twitter,New media-National,"On 23 May 2025, Israeli quadcopter drones dropped bombs on the Al Awda hospital, injuring 3 health workers and Israeli forces detonated an explosive robot in the vicinity of Al Awda Hospital in Jabalya - Tel-Zaatar (North Gaza, Gaza Strip) causing material damage. Fires ignited in the hospital by the previous day's strikes remained uncontrolled. Israeli forces continued to encircle the hospital and fired gunshots at it and around it [casualties unknown]. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74266,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,2,Quds News Network,National,"On 23 May 2025, Israeli artillery targeted several times Abu Al Ajeen area east of Deir al Balah governorate, coded to Al Burayj (Deir El Balah, Gaza Strip), casualties unknown. This event likely occurred at the buffer zone, and took place following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74267,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,2,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted an area in Block 1 north of Al Burayj camp (Deir El Balah, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74268,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted Al Burayj camp (Deir El Balah, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74287,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Aid Workers (Palestine); Health Workers (Palestine); Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,1,Dunia Al Watan; Palestine News and Information Agency; Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted an IDP tent in Abu Salim area in Deir al Balah (Deir El Balah, Gaza Strip) killing 1 person and injuring two others. Israeli drones also repeatedly targeted the entrance of Deir al Balah town, killing 10 people and injuring others, among the targeted were aid workers and health workers. Total fatalities were 11. This event occurred following the expiration of the first phase of the ceasefire.",11,,1748304024
PSE74290,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah Camp,31.4249,34.34,2,Quds News Network,National,"On 23 May 2025, Israeli warplanes launched an airstrike on Al Matahen area southeast of Deir al Balah, coded to Deir al Balah Camp (Deir El Balah, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74302,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,1,Newpress; Twitter,New media-National,"On 23 May 2025, Israeli warplanes launched an airstrike on northwestern parts of Gaza city (Gaza City, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74318,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,2,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted a house near University College in south of Gaza city, coded to Gaza - Az Zaytun (Gaza City, Gaza Strip) injuring people. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74319,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Quds News Network,National,"On 23 May 2025, Israeli forces, likely warplanes, targeted a house near a police station in Gaza - Az Zaytun (Gaza City, Gaza Strip) injuring people. Israeli artillery also targeted the town, casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74321,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ijdeedeh,31.4984,34.4978,2,Palestine News and Information Agency,National,"On 23 May 2025, Israeli warplanes targeted a house in east Gaza - Shujaiyya, coded to Gaza - Ijdeedeh (Gaza City, Gaza Strip) killing 1 person. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304024
PSE74325,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Sabra,31.5086,34.4493,1,Palestine News and Information Agency,National,"On 23 May 2025, Israeli warplanes targeted a house on Maghribi street in Gaza - Sabra (Gaza City, Gaza Strip) killing 3 people and injuring dozens of others. This event occurred following the expiration of the first phase of the ceasefire.",3,,1748304024
PSE74338,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,2,Quds News Network,National,"On 23 May 2025, Israeli warplanes launched an airstrike east of Gaza City, coded to Gaza - Shujaiyya (Gaza City, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74339,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted Shujaiyya intersection in Gaza - Shujaiyya (Gaza City, Gaza Strip), casualties unknown. Israeli artillery also shelled the town. Casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74341,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Tal el Hawa,31.5041,34.435,1,Quds News Network,National,"On 23 May 2025, Israeli artillery targeted a house in Gaza - Tal el Hawa (Gaza City, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74350,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Kabirah,31.3191,34.3401,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes launched a series of heavy airstrikes on Abasan al Kabirah (Khan Yunis, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74354,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Fukhari,31.2952,34.3332,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted a group of people near European Hospital in Al Fukhari (Khan Yunis, Gaza Strip) as they were fleeing the area, casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74372,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Qararah,31.3739,34.3409,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes launched two airstrikes on Al Qararah (Khan Yunis, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74380,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted Al Zanna area in Bani Suheila (Khan Yunis, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74381,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,2,Quds News Network,National,"On 23 May 2025, Israeli artillery targeted east of Khan Yunis city, coded to Bani Suheila (Khan Yunis, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74391,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - Al Amal,31.3544,34.3007,1,Quds News Network,National,"On 23 May 2025, an Israeli drone targeted a vehicle in Trans Street in Khan Yunis - Al Amal (Khan Yunis, Gaza Strip) killing one person and injuring others. Israeli warplanes targeted a house in the same location killing 4 people and injuring others. Total fatalities were 5. This event occurred following the expiration of the first phase of the ceasefire.",5,,1748304024
PSE74396,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - As Sater,31.3637,34.3228,2,Quds News Network,National,"On 23 May 2025, Israeli warplanes launched several airstrikes northeast of Khan Yunis, coded to Khan Yunis - As Sater (Khan Yunis, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74400,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - Emirati,31.3624,34.2949,2,Quds News Network,National,"On 23 May 2025, Israeli forces, likely warplanes, targeted an IDP tent in Asdaa area in northwest of Khan Yunis, coded to Khan Yunis - Emirati (Khan Yunis, Gaza Strip) injuring 10 people, including children. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74420,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Qizan an Najjar,31.323,34.2761,2,Quds News Network,National,"On 23 May 2025, Israeli artillery heavily targeted Qizan Rashwan, near Qizan an Najjar (Khan Yunis, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74459,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya,31.5272,34.4835,1,Quds News Network,National,"On 23 May 2025, Israeli warplanes targeted a house in Al Jirn area in Jabalya (North Gaza, Gaza Strip) killing 3 people and injuring others. Israeli warplanes then targeted another house in Al Zarqa area in the same town, killing 2 people and injuring others. Total fatalities was 5. This event occurred following the expiration of the first phase of the ceasefire.",5,,1748304025
PSE74478,2025-05-23,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Al Ghad (Jordan); Quds News Network,National-Regional,"On 23 May 2025, Israeli artillery targeted Tal as Sultan (Rafah, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304025
PSE74197,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,1,Quds News Network,National,"On 22 May 2025, Israeli warplanes targeted a group of people on Al Nakheel street in Deir al Balah (Deir El Balah, Gaza Strip), casualties unknown. Israeli warplanes targeted a house near Banna bakery in the same location killing 1 person and injuring others. Israeli drones also targeted 5 times the surroundings of Ramzoun intersection and struck a house near Bilal Bin Rabah mosque, injuring several people in these strikes. Fatalities coded as at least 1. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304023
PSE74200,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,1,Quds News Network; Twitter,New media-National,"On 22 May 2025, Israeli warplanes targeted a building near Al Taj restaurant in Gaza (Gaza City, Gaza Strip) injuring people. Israeli helicopters targeted a house near Abdelaal intersection on Jalaa Street in the same location killing 4 people, among them two children. An Israeli airstrike also targeted a currency exchange office 'Cairo' in the same location, which according to Israeli media is funding Hamas and PIJ [casualties unknown]. Fatalities coded as at least 4. This event occurred following the expiration of the first phase of the ceasefire.",4,,1748304023
PSE74210,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Fukhari,31.2952,34.3332,1,Quds News Network,National,"On 22 May 2025, Israeli warplanes launched multiple airstrikes on houses in the vicinity of the European Hospital in Al Fukhari (Khan Yunis, Gaza Strip), casualties unknown, and Israeli drones fired towards the area, killing 1 Palestinian man. Israeli artillery also targeted the area, casualties unknown. Fatalities coded as at least 1. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304024
PSE74235,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,Civilians (Palestine); Aid Workers (Palestine),Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah Camp,31.4249,34.34,2,Quds News Network; Twitter,New media-National,"On 22 May 2025, Israeli warplanes launched several airstrikes on Salah al Deen street east of Deir al Balah, coded to Deir al Balah Camp (Deir El Balah, Gaza Strip), with some of them targeting aid workers as they were trying to confront aid looters. The IDF denied the claim of them being aid workers and said to have targeted Palestinian armed gunmen, some of them Hamas operatives, who were spotted next to the aid trucks. The strikes killed 6 people and injured others. This event occurred following the expiration of the first phase of the ceasefire.",6,,1748304024
PSE74237,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Musaddar,31.4105,34.378,2,Quds News Network,National,"On 22 May 2025, an Israeli drone targeted the vicinity of Al Salah association in Al Bassah area west of Deir al Balah, coded to Al Musaddar (Deir El Balah, Gaza Strip) killing 1 person and injuring others. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304024
PSE74245,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Jabalya,31.5272,34.4835,2,Liveuamap; Quds News Network,Local partner-New media,"On 22 May 2025, Israeli warplanes launched an airstrike north of Al Saftawi intersection west of Jabalya (North Gaza, Gaza Strip) killing one person. An Israeli airstrike targeted an area near Al Rawda mosque east of Jabalya killing 2 people. This event occurred following the expiration of the first phase of the ceasefire. Total fatalities were 3. This event occurred following the expiration of the first phase of the ceasefire.",3,,1748304024
PSE74246,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Tuffah,31.5134,34.4751,2,Quds News Network,National,"On 22 May 2025, Israeli warplanes launched two airstrikes east of Gaza - At Tuffah (Gaza City, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74265,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,1,Quds News Network,National,"On 22 May 2025, Israeli warplanes launched an airstrike on Al Burayj (Deir El Balah, Gaza Strip), casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74269,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Maghazi,31.4214,34.3865,1,Quds News Network,National,"On 22 May 2025, Israeli warplanes launched an airstrike on a house in Al Maghazi camp (Deir El Balah, Gaza Strip) killing 5 people and injuring many others. This event occurred following the expiration of the first phase of the ceasefire.",5,,1748304024
PSE74272,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat,31.4486,34.3925,1,Palestine News and Information Agency; Quds News Network,National,"On 22 May 2025, Israeli warplanes targeted a house in Camp 1 of An Nusayrat (Deir El Balah, Gaza Strip) killing 3 people, including a child, and injuring other people. This event occurred following the expiration of the first phase of the ceasefire.",3,,1748304024
PSE74278,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - North,31.4591,34.3923,1,Quds News Network,National,"On 22 May 2025, an Israeli drone targeted a group of people in Block C in An Nusayrat - North (Deir El Balah, Gaza Strip) injuring several people. Israeli artillery also continuously targeted the area, casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74296,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Wadi as Salqa,31.4005,34.3375,2,Palestine News and Information Agency; Quds News Network,National,"On 22 May 2025, Israeli warplanes launched an airstrike on a tent in Al-Sadaqa camp south of Deir al Balah, coded to Wadi as Salqa (Deir El Balah,, Gaza Strip) killing 2 people and injuring others. Israeli warplanes also targeted a barrack sheltering IDPs near the water reservoir in Al Birkeh in the same location, killing 10 people, 9 from the same family. Israeli warplanes targeted a house in Al Birkeh area too, killing 3 people and injuring others. Total fatalities were 15. This event occurred following the expiration of the first phase of the ceasefire.",15,,1748304024
PSE74308,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,,,,External/Other forces only,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shati' Camp,31.5349,34.4466,2,Palestine News and Information Agency,National,"On 22 May 2025, Israeli forces, likely warplanes, targeted Ragheb towers in Al Karameh area in northwest Gaza city, coded to Gaza - Ash Shati' Camp (Gaza City, Gaza Strip) causing fires that were hard to contain. Casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1748304024
PSE74313,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Tuffah,31.5134,34.4751,1,Al Ghad (Jordan),Regional,"On 22 May 2025, Israeli forces, likely warplanes, targeted Al Shaaf area Gaza - At Tuffah (Gaza City, Gaza Strip) killing 2 people and injuring others. This event occurred following the expiration of the first phase of the ceasefire.",2,,1748304024
PSE74328,2025-05-22,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Sheikh Radwan,31.5349,34.4667,1,Quds News Network,National,"On 22 May 2025, Israeli warplanes targeted a house on Ahmad Yassin street in Al Saftawi area in Gaza - Sheikh Radwan (Gaza City, Gaza Strip) killing 5 people and injuring others, including children. This event occurred following the expiration of the first phase of the ceasefire.",5,,1748304024
