event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE74310,2025-05-19,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Tuffah,31.5134,34.4751,1,Palestine News and Information Agency,National,"On 19 May 2025, Israeli forces opened fire in Gaza - At Tuffah (Gaza City, Gaza Strip), resulting in two injuries.",0,,1748304024
PSE74386,2025-05-19,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3502,34.3081,1,Palestine News and Information Agency,National,"On 19 May 2025, Israeli forces opened fire in Al Koutybah and street 5 in Khan Yunis (Khan Yunis, Gaza Strip), killing 1 person.",1,,1748304024
PSE74388,2025-05-19,2025,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Al Nasser Salah al Deen Brigades,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3502,34.3081,1,Arutz Sheva; Liveuamap; Times of Israel,Local partner-New media,"On 19 May 2025, Israeli forces went undercover as women to a residential home in central Khan Yunis (Khan Yunis, Gaza Strip), and killed the leader of Al Nasser Salah al Deen Brigades and kidnapped his wife and children.",1,,1748304024
PSE74316,2025-05-17,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Quds News Network,National,"On 17 May 2025, Israeli forces snipped two people in street 8 in Gaza - Az Zaytun (Gaza City, Gaza Strip), killing 1 person and injuring another. This event occurred following the expiration of the first phase of the ceasefire.",1,,1748304024
PSE73994,2025-05-16,2025,1,Political violence,Violence against civilians,Abduction/forced disappearance,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Lahiya,31.5541,34.5016,1,Palestine News and Information Agency,National,"On 16 May 2025, Israeli forces kidnapped people from a sheltering centre in Beit Lahiya (North Gaza, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1747779314
PSE73754,2025-05-13,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,2,Quds News Network,National,"On 13 May 2025, Israeli forces injured a Palestinian man with gunshots in east of Bani Suheila (Khan Yunis, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1747779314
PSE73489,2025-05-08,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Mawasi (Khan Yunis),31.3482,34.2547,1,Palestine News and Information Agency,National,"On 8 May 2025, Israeli forces opened fire in Al Qaddam in the vicinity of Al Sumoud Camp in Al Mawasi (Khan Yunis) in (Khan Yunis, Gaza Strip), resulting in one child being injured. This event occurred following the expiration of the first phase of the ceasefire.",0,,1747091562
PSE73306,2025-05-02,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Qararah,31.3739,34.3409,1,Quds News Network,National,"On 2 May 2025, Israeli forces injured a person in Al Qararah (Khan Yunis, Gaza Strip) with gunshots. This event occurred following the expiration of the first phase of the ceasefire.",0,,1746490634
PSE73056,2025-04-28,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,2,Quds News Network,National,"On 28 April 2025, Israeli forces snipped a person east of Deir al Balah (Deir El Balah, Gaza Strip), resulting in the person being injured. This event occurred following the expiration of the first phase of the ceasefire.",0,,1746490634
PSE72993,2025-04-26,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - West,31.4525,34.3756,1,Quds News Network,National,"On 26 April 2025, Israeli forces opened fire near Tabet Al Nuwairi in An Nusayrat - West (Deir El Balah, Gaza Strip), resulting in one person being killed and others injured. Total fatalities coded as 1. This event occurred following the expiration of the first phase of the ceasefire.",1,,1746490634
PSE72900,2025-04-24,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,2,Quds News Network,National,"On 24 April 2025, Israeli forces opened fire west of Rafah, coded to Tal as Sultan (Rafah, Gaza Strip), resulting in one person being injured. This event occurred following the expiration of the first phase of the ceasefire.",0,,1745881597
PSE72577,2025-04-24,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Fukhari,31.2952,34.3332,1,Quds News Network,National,"On 24 April 2025, Israeli forces opened fire near eastern areas of Al Fukhari town (Khan Yunis, Gaza Strip), resulting in one person being killed. This event occurred following the expiration of the first phase of the ceasefire.",1,,1747690207
PSE72724,2025-04-22,2025,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Unidentified Armed Group (Palestine),,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza,31.5045,34.4743,1,Quds News Network,National,"On 22 April 2025, Israeli soldiers clashed at point-blank range with an unidentified Palestinian armed group in a building in Gaza (Gaza City, Gaza Strip). According to Palestinian media, Israeli soldiers were injured, though unconfirmed by IDF and casualties coded as 0. This event occurred following the expiration of the first phase of the ceasefire.",0,,1745881597
PSE72822,2025-04-21,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Kabirah,31.3191,34.3401,1,Quds News Network,National,"On 21 April 2025, Israeli forces shot and injured a Palestinian man in Abasan al Kabirah (Khan Yunis, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1745881597
PSE72623,2025-04-20,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Bani Suheila,31.3424,34.325,2,Quds News Network,National,"On 20 April 2025, Israeli forces injured a Palestinian man with gunfire near European intersection in east of Khan Yunis, coded to Bani Suheila (Khan Yunis, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1745881596
PSE71611,2025-04-05,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,1,Ma'an News Agency,National,"On 5 April 2025, an Israel sniper, based in al Mintar area, killed a Palestinian man in eastern areas of Gaza - Shujaiyya (Gaza City, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",1,,1747690207
PSE71584,2025-04-02,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Yibna,31.2842,34.2482,2,Quds News Network,National,"On 2 April 2025, Israeli soldiers opened fire northeast of Rafah coded as Yibna (Rafah, Gaza Strip) injuring one person. This event occurred following the expiration of the first phase of the ceasefire.",0,,1744085449
PSE71570,2025-04-02,2025,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Unidentified Armed Group (Palestine),,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah Border Crossing,31.2486,34.2592,2,Quds News Network; Twitter,New media-National,"On 2 April 2025, Israeli forces shot and killed an armed Palestinian gunman as he approached the border barrier in the south of the Strip, coded to Rafah Border Crossing (Rafah, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",1,,1744679478
PSE71349,2025-04-02,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,1,Palestine News and Information Agency,National,"On 2 April 2025, Israeli forces shot and killed a man in eastern parts of Gaza - Shujaiyya (Gaza City, Gaza Strip) as he was collecting wood. This event occurred following the expiration of the first phase of the ceasefire.",1,,1747690207
PSE71402,2025-04-01,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,1,Quds News Network,National,"On 1 April 2025, Israeli forces shot and injured 3 people in Jisr Wadi Gaza in Al Mughraqa (Gaza City, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1744085448
PSE71345,2025-03-30,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Yibna,31.2842,34.2482,2,Quds News Network,National,"On 30 March 2025, Israeli forces fired gunshots in Awni Dahir street in northeast Rafah, coded to Yibna (Rafah, Gaza Strip) injuring one person. This event occurred following the expiration of the first phase of the ceasefire.",0,,1744085448
PSE71078,2025-03-26,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - At Turukman,31.4864,34.4738,1,Palestine News and Information Agency,National,"On 26 March 2025, an Israeli sniper shot a person east of Az Zaytun neighborhood coded to Gaza - At Turukman (Gaza City, Gaza Strip), resulting in one person being injured. This event likely occurred at the buffer zone and it occurred following the expiration of the first phase of the ceasefire.",0,,1743467603
PSE71087,2025-03-26,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Shokat as Sufi,31.2586,34.2824,1,Quds News Network,National,"On 26 March 2025, Israeli forces opened fire in Shokat as Sufi (Rafah, Gaza Strip), resulting in one person being killed with a live bullet. This event occurred following the expiration of the first phase of the ceasefire.",1,,1743467603
PSE71065,2025-03-25,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Al Mawasi (Rafah),31.3294,34.2299,1,Ma'an News Agency; Quds News Network,National,"On 25 March 2025, Israeli forces shot and killed a man in Al Shakoush area in Al Mawasi (Rafah) (Rafah, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",1,,1743467603
PSE70434,2025-03-15,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Lahiya - Ezbet Beit Hanoun,31.5472,34.5225,1,Ma'an News Agency; Palestine News and Information Agency,National,"On 15 March 2025, Israeli forces opened fire near Al Nada Towers in Beit Lahiya - Ezbet Beit Hanoun (North Gaza, Gaza Strip), resulting in a child killed [the child died after being shot in the head] and a woman injured. This event occurred following the expiration of the first phase of the ceasefire.",1,,1742858681
PSE70438,2025-03-15,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Ma'an News Agency,National,"On 15 March 2025, Israeli forces opened fire in Tal as Sultan (Rafah, Gaza Strip), resulting in one person being injured. This event occurred following the expiration of the first phase of the ceasefire.",0,,1742858681
PSE70435,2025-03-15,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Khirbet al Adas,31.2855,34.2714,1,Palestine News and Information Agency,National,"On 15 March 2025, Israeli forces opened fire near Al Hamzeh Mosque in Khirbet al Adas (Rafah, Gaza Strip), resulting in one person being injured with a bullet. This event occurred following the expiration of the first phase of the ceasefire.",0,,1744085448
PSE70164,2025-03-14,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine); Women (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Khirbet al Adas,31.2855,34.2714,1,Quds News Network,National,"On 14 March 2025, Israeli forces shot and injured a Palestinian woman with gunfire in an refugee centre in Khirbet al Adas (Rafah, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1744085448
PSE70205,2025-03-13,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,1,Liveuamap,Local partner-New media,"On 13 March 2025, Israeli forces shot a Palestinian man near the Martyrs roundabout in Al Burayj camp (Deir El Balah, Gaza Strip). Casualties unknown. This event occurred following the expiration of the first phase of the ceasefire.",0,,1742254419
PSE70161,2025-03-11,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Women (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,2,Quds News Network,National,"On 11 March 2025, Israeli forces opened fire east of Deir El Balah coded to Al Burayj (Deir El Balah, Gaza Strip), resulting in one woman being killed. This event likely occurred in the buffer zone and after the expiration of the first phase of the ceasefire.",1,,1742254419
PSE70187,2025-03-11,2025,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Juhr ad Dik,31.4557,34.4372,2,Israeli Defense Forces; Jerusalem Post; Palestine News and Information Agency,Other-National,"On 11 March 2025, Israeli drones targeted a group of people near the Gaza - Nezarim checkpoint, coded to Juhr ad Dik (Gaza City, Gaza Strip), killing five individuals. The IDF claimed the group [likely Hamas] was allegedly involved in suspicious activity, likely attempting to plant a bomb, and posed a threat to its forces [likely in this location]. This event occurred following the expiration of the first phase of the ceasefire.",5,,1742254419
PSE70213,2025-03-10,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Fishers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Coast of Gaza City,31.5304,34.4215,2,Quds News Network,National,"On 10 March 2025, Israeli naval forces opened fire near the Gaza Port, off the Coast of Gaza City (Gaza City, Gaza Strip), injuring two fishermen. This event took place following the expiration of the first phase of the ceasefire.",0,,1742247753
PSE70165,2025-03-10,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Women (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Quds News Network,National,"On 10 March 2025, Israeli forces opened fire near Helma Al Saqer Mosque in Tal as Sultan (Rafah, Gaza Strip), resulting in one injury [a woman]. This event occurred following the expiration of the first phase of the ceasefire.",0,,1742254419
PSE70231,2025-03-09,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khuzaa,31.3069,34.3572,1,Quds News Network,National,"On 9 March 2025, Israeli forces opened fire in Khuzaa (Khan Yunis, Gaza Strip), resulting in two injuries [a woman and a man]. The man died from his wounds on 12 March 2025. This event occurred following the expiration of the first phase of the ceasefire.",1,,1742254419
PSE70215,2025-03-08,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Jadidah,31.3416,34.3459,1,Palestine News and Information Agency,National,"On 8 March 2025, Israeli forces opened fire in Abasan al Jadidah (Khan Yunis, Khan Yunis), resulting in one man being injured. This event occurred following the expiration of the first phase of the ceasefire.",0,,1742254419
PSE70219,2025-03-08,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Kabirah,31.3191,34.3401,2,Ma'an News Agency,National,"On 8 March 2025, Israeli forces opened fire east of Khan Yunis coded to Abasan al Kabirah (Khan Yunis, Gaza Strip), resulting in two injuries [among them one child]. This event likely occurred at the buffer zone and it occurred following the expiration of the first phase of the ceasefire.",0,,1742254419
PSE69961,2025-03-04,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,2,Quds News Network,National,"On 4 March 2025, Israeli military stationed east of Deir El Balah along the buffer zone, targeted east of the city, coded to Al Burayj (Deir El Balah, Gaza Strip) with gunshots, killing one Palestinian man. This event occurred following the expiration of the first phase of the ceasefire.",1,,1741741875
PSE69984,2025-03-04,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Al Bayuk,31.2747,34.2899,3,Quds News Network; Twitter,New media-National,"On 4 March 2025, Israeli forces fired with gunshots at a Palestinian man injuring him south of the Gaza Strip, along the buffer zone, coded to Al Bayuk (Rafah, Gaza Strip). According to Israeli media, the 'suspect approached forces and posed an imminent threat to Israeli troops'. This event occurred following the expiration of the first phase of the ceasefire.",0,,1741741875
PSE69960,2025-03-04,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Aid Workers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah Border Crossing,31.2486,34.2592,2,Palestinian Ministry of Health; Quds News Network,Other-National,"On 4 March 2025, Israeli forces intercepted WHO ambulance vehicles and opened fire in the vicinity of the vehicles at the gate of the Rafah Border Crossing (Rafah, Gaza Strip) while they were transporting patients scheduled to be evacuated. Casualties unknown. This event occurred following the expiration of the first phase of the ceasefire. [Palestinian Ministry of Health reported 6 fatalities between 3 - 4 March 2025. 1 fatality not attributed to specific events added to this event.]",1,,1744679478
PSE69987,2025-03-04,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Al Junainah,31.2642,34.2636,1,Liveuamap,Local partner-New media,"On 4 March 2025, Israeli forces fired gunshots injuring a child in Al Junainah (Rafah, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1744679478
PSE69974,2025-03-03,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Qararah,31.3739,34.3409,1,Quds News Network,National,"On 3 March 2025, Israeli forces fired gunshots at Eastern Al Qararah (Khan Yunis, Gaza Strip) injuring a child. This event occurred following the expiration of the first phase of the ceasefire.",0,,1741741875
PSE69990,2025-03-02,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah,31.287,34.2595,1,Ma'an News Agency; Newpress; Quds News Network; Twitter,New media-National,"On 2 March 2025, an Israeli sniper shot and killed a Palestinian man in Rafah (Rafah, Gaza Strip), and fired continuous live ammunition in the location injuring two other women. Israeli artillery also fired gunshots at the same location as well as sound bombs. These events occurred following the expiration of the first phase of the ceasefire.",1,,1744085448
PSE69996,2025-03-01,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Quds News Network,National,"On 1 March 2025, Israeli forces shot a child in the foot in Tal as Sultan (Rafah, Gaza Strip). This event occurred following the expiration of the first phase of the ceasefire.",0,,1741741875
PSE69765,2025-02-27,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Women (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah Border Crossing,31.2486,34.2592,2,Palestine News and Information Agency,National,"On 27 February 2025, Israeli forces opened fire in the vicinity of the Rafah land crossing coded to Rafah Border Crossing (Rafah, Gaza Strip), resulting in one injury [woman]. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1744679478
PSE69738,2025-02-26,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Farmers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Maghazi,31.4214,34.3865,2,Palestinian Ministry of Health; Quds News Network,Other-National,"On 26 February 2025, Israeli forces opened fire at farmers east of Al Maghazi (Deir El Balah, Gaza Strip), resulting in one being injured. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025. [Palestinian Ministry of Health reported 17 fatalities between 25 - 26 February 2025. 15 fatalities not attributed to specific added to this event.]",15,,1742254419
PSE69750,2025-02-26,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah,31.287,34.2595,1,Quds News Network,National,"On 26 February 2025, Israeli forces opened fire in Rafah (Rafah, Gaza Strip), resulting in two individuals being injured. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1744085448
PSE69710,2025-02-24,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Farahin,31.3319,34.3602,1,Palestine News and Information Agency,National,"On 24 February 2025, Israeli forces heavily fired at residential areas in Al Farahin (Khan Yunis, Gaza Strip). Casualties unknown. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1741125205
PSE69791,2025-02-24,2025,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Unidentified Armed Group (Palestine),,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah,31.287,34.2595,2,Israeli Defense Forces; Quds News Network; Twitter,Other-New media,"On 24 February 2025, after a projectile launched by an unidentified Palestinian armed group towards Israel from Rafah (Rafah, Gaza Strip) misfired and fell in Gaza, Israeli airforce, likely a drone, targeted two rocket launcher sites in that area. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1744085448
PSE69706,2025-02-23,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,2,Ma'an News Agency; Quds News Network,National,"On 23 February 2025, Israeli forces opened fire in Saudi neighborhood west of Rafah city, coded to Tal as Sultan (Rafah, Gaza Strip) injuring one person. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",0,,1741125205
PSE69699,2025-02-23,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Ezbet Abed Rabbou,31.5163,34.5115,1,Liveuamap,Local partner-New media,"On 23 February 2025, Israeli forces fired gunshots near the Martyrs' Cemetery in east of Jabalya, coded to Ezbet Abed Rabbou (North Gaza, Gaza Strip) killing 1 person and wounding others. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",1,,1742254419
PSE69697,2025-02-23,2025,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ijdeedeh,31.4984,34.4978,2,Quds News Network,National,"On 23 February 2025, an Israeli sniper shot and killed a Palestinian as he was in his agricultural land in Shaaf street east of Gaza city, coded to Gaza - Ijdeedeh (Gaza City, Gaza Strip). This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",1,,1743467601
PSE69781,2025-02-23,2025,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah Border Crossing,31.2486,34.2592,2,Ma'an News Agency,National,"On 23 February 2025, Israeli forces opened fire on a jeep carrying several men (likely Hamas aid distributors) causing the vehicle to overturn near Rafah Border Crossing (Rafah, Gaza Strip) killing 1 man and injuring 4 others. This event occurred during the first stage of a 42-day ceasefire that began on 19 January 2025.",1,,1744679478
