event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE56092,2024-07-13,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Labor Group (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Tal el Hawa,31.5041,34.435,1,Quds News Network,National,"On 13 July 2024, Israeli military snipers opened fire at Palestinian rescue teams in Gaza - Tal el Hawa (Gaza City, Gaza Strip) as they were recovering 3 dead bodies. There were no casualties.",0,,1740447590
PSE58299,2024-07-13,2024,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah,31.287,34.2595,2,Israeli Defense Forces,Other,"On 13 July 2024, Israeli ground forces killed a number of Hamas militants including a squad in Rafah area (Gaza Strip) and destroyed Hamas tunnel shafts and infrastructures. [On January 19, 20, and 23, 2025, 118 bodies were recovered from under the rubble in Rafah. These fatalities were distributed across 8 previous events in Rafah. 14 of these fatalities were coded to this event].",14,,1744085446
PSE55838,2024-07-10,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Northern Remal,31.524,34.4505,1,Arab 48,National,"On 10 July 2024, an Israeli sniper shot and killed a Palestinian at the Al Yarmouk stadium in Gaza - Northern Remal (Gaza City, Gaza Strip).",1,,1721686969
PSE55625,2024-07-07,2024,2,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Prisoners (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Rafah Border Crossing,31.2486,34.2592,2,Arab 48; Quds News Network; Twitter,New media-National,"Around 7 July 2024, Israeli forces killed 3 Palestinians after detaining them and handcuffing them near the Kerem Shalom Crossing, coded to Rafah Border Crossing (Rafah, Gaza Strip).",3,,1744679477
PSE55198,2024-07-01,2024,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,PIJ: Palestinian Islamic Jihad,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis,31.3502,34.3081,1,Israeli Defense Forces; Times of Israel; Twitter,Other-New media,"On 1 July 2024, Israeli warplanes struck PIJ targets in Khan Yunis (Gaza City, Gaza Strip) following firing 20 rockets from the area toward Israel by the PIJ. Casualties unknown.",0,,1720482003
PSE54818,2024-06-28,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - West,31.4525,34.3756,1,Palestine News and Information Agency,National,"On 28 June 2024, Israeli forces opened fire at a group of Palestinians in Al Rasheed Street in An Nusayrat - West (Deir El Balah, Gaza Strip), leaving 2 fatalities and a number of injuries.",2,,1719876539
PSE54926,2024-06-27,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,2,Arab 48; Palestine News and Information Agency,National,"On 27 June 2024, Israeli snipers opened fire and killed a Palestinian near Al Alam roundabout west of Rafah, coded to Tal as Sultan (Rafah, Gaza Strip). Fatalities coded as 1.",1,,1721691303
PSE54881,2024-06-24,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Tal as Sultan,31.3098,34.2414,1,Arab 48; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 24 June 2024, Israeli snipers injured several Palestinians in Tal as Sultan (Rafah, Gaza Strip).",0,,1721691303
PSE54699,2024-06-23,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Shokat as Sufi,31.2586,34.2824,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 23 June 2024, Israeli forces opened fire and killed a Palestinian in Shokat as Sufi (Rafah, Gaza Strip).",1,,1719876539
PSE54689,2024-06-22,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Fishers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Coast of Gaza City,31.5304,34.4215,2,Arab 48; Quds News Network; Twitter,New media-National,"On 22 June 2024, 2 Palestinian fishers were injured by Israeli fire near Gaza Port, likely off the Coast of Gaza City (Gaza Strip).",0,,1731510652
PSE60056,2024-06-22,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,Yibna,31.2842,34.2482,2,Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network; Twitter,Other-New media,"On 22 June 2024, Israeli snipers killed a Palestinian at George street east of Rafah, coded to Yibna (Rafah, Gaza Strip).",1,,1739840214
PSE60066,2024-05-30,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Tal el Hawa,31.5041,34.435,1,Palestine News and Information Agency,National,"On 30 May 2024, Israeli soldiers sniped and killed 3 Palestinians at Street 8 in Gaza - Tal el Hawa (Gaza City, Gaza Strip).",3,,1740447621
PSE52618,2024-05-20,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Nezarim,31.484,34.4056,2,Quds News Network; Twitter,New media-National,"On 20 May 2024, Israeli forces opened fire and killed 2 Palestinians near Gaza - Nezarim (Gaza City, Gaza Strip).",2,,1732580230
PSE52526,2024-05-18,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - West,31.4525,34.3756,1,Palestine News and Information Agency,National,"On 18 May 2024, Israeli forces opened fire in An Nusayrat - West (Deir El Balah, Gaza Strip), leaving 2 fatalities.",2,,1716850507
PSE52527,2024-05-18,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,2,Palestine News and Information Agency,National,"On 18 May 2024, Israeli forces opened fire at Palestinians in Wadi Gaza, coded to Al Mughraqa (Gaza City, Gaza Strip), leaving 2 fatalities.",2,,1739840209
PSE52374,2024-05-16,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Nezarim,31.484,34.4056,2,Arab 48; Quds News Network; Twitter,New media-National,"On 16 May 2024, Israeli forces opened fire and killed a Palestinian near the checkpoint of Gaza - Nezarim (Gaza City, Gaza Strip).",1,,1732580229
PSE51463,2024-05-02,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Labor Group (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Arab 48; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 2 May 2024, Israeli military forces opened fire toward an aid truck near the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), killing 1 Palestinian driver and injuring a number of other Palestinians.",1,,1740447588
PSE51360,2024-05-01,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,2,Arab 48; Quds News Network; Twitter,New media-National,"On 1 May 2024, Israeli forces shot and killed a Palestinian while passing from Al Rasheed street near wadi Gaza, coded to Al Mughraqa (Gaza City, Gaza Strip).",1,,1739840139
PSE51357,2024-04-30,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Nezarim,31.484,34.4056,2,Quds News Network; Twitter,New media-National,"On 30 April 2024, Israeli forces shot and injured two Palestinian young men, stripped them of their clothes, and tortured them as they attempted to flee from Gaza city to the south, likely in Gaza - Nezarim (Gaza City, Gaza Strip).",0,,1732580228
PSE50973,2024-04-23,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Lahiya,31.5541,34.5016,2,Quds News Network; Twitter,New media-National,"On 23 April 2024, Israeli forces opened fire toward a group of Palestinians while waiting for aid trucks west of Beit Lahiya (North Gaza, Gaza Strip), leaving injuries.",0,,1716328031
PSE50563,2024-04-18,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah Camp,31.4249,34.34,2,Arab 48; Quds News Network; Twitter,New media-National,"On 18 April 2024, Israeli forces shot dead a Palestinian east of Deir al Balah city, coded to Deir al Balah Camp (Deir El Balah, Gaza Strip).",1,,1715641891
PSE50530,2024-04-15,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - West,31.4525,34.3756,1,Dunia Al Watan; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 15 April 2024, Israeli military forces opened fire on hundreds of displaced Palestinians who had attempted to return to the Northern Gaza through the Al Rashid street near Wadi Gaza, West of An Nusayrat (An Nusayrat - West, Deir El Balah, Gaza Strip). As a result, at least 2 Palestinians were injured.",0,,1715641890
PSE50524,2024-04-14,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,An Nusayrat - West,31.4525,34.3756,1,Arab 48; Ma'an News Agency; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 14 April 2024, Israeli military forces opened fire on hundreds of displaced Palestinians who had attempted to return to Northern Gaza through the Al Rashid street near Wadi Gaza, West of An Nusayrat (An Nusayrat - West, Deir El Balah, Gaza Strip). As a result, 6 Palestinians, including a woman and a girl, were killed and at least 25 others were injured.",6,,1715641890
PSE50575,2024-04-14,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Women (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Zahra,31.4716,34.4013,2,Arab 48,National,"On 14 April 2024, Israeli forces opened fire at a group of Palestinians west of Al Zahra (Gaza City, Gaza Strip), killing a woman and injuring others.",1,,1744070414
PSE50283,2024-04-09,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Southern Remal,31.5168,34.4355,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 9 April 2024, Israeli forces opened fire and killed a Palestinian at Al Shuhada junction in Gaza - Southern Remal (Gaza City, Gaza Strip).",1,,1721691304
PSE49607,2024-03-28,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Shujaiyya,31.4988,34.4699,2,Palestine News and Information Agency,National,"On 28 March 2024, Israeli forces opened fire on Palestinians while waiting for an aid convoy east of Gaza City, coded to Gaza - Shujaiyya (Gaza City, Gaza Strip), leaving 6 fatalities.",6,,1715049699
PSE49575,2024-03-28,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Hamad,31.3749,34.3193,1,Palestine News and Information Agency,National,"On 28 March 2024, Israeli forces opened fire and killed a Palestinian in Hamad city (Khan Yunis, Gaza Strip).",1,,1715641889
PSE49493,2024-03-27,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - West (Municipal Stadium),31.3484,34.2961,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 27 March 2024, Israeli forces opened fire at displaced young people after asking them to leave the Nasser Hospital complex in western Rafah (coded to Khan Yunis - West (Municipal Stadium), Gaza Strip). Casualties unknown.",0,,1715049699
PSE49565,2024-03-27,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Al Ghad (Jordan); Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 27 March 2024, Israeli snipers opened fire on Palestinians while waiting for an aid convoy near the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip). 4 Palestinians of the clans' committee who are responsible for securing and distributing aid, were killed.",4,,1740447587
PSE49699,2024-03-25,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Aid Workers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 25 March 2024, Israeli forces opened fire on Palestinian committees (likely civilians) organizing aid distribution near the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip). Casualties unknown.",0,,1740447587
PSE49695,2024-03-24,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 24 March 2024, Israeli forces opened fire on Palestinians (likely waiting for aid trucks) near the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving one fatality and 2 injuries.",1,,1740447587
PSE49634,2024-03-23,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Refugees/IDPs (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Al Mawasi (Khan Yunis),31.3482,34.2547,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 23 March 2024, Israeli forces opened fire in Al Mawasi (Khan Yunis), Gaza Strip, injuring a number of displaced Palestinians.",0,,1715049699
PSE49645,2024-03-23,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Al Ghad (Jordan); Ma'an News Agency; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 23 March 2024, Israeli forces opened fire on Palestinians waiting for aid trucks near the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving 19 fatalities and 23 injuries. The IDF denied its involvement in the incident.",19,,1740447587
PSE49088,2024-03-22,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 22 March 2024, Israeli soldiers sniped and injured a Palestinian in Al Mughraqa (Gaza City, Gaza Strip).",0,,1739840137
PSE48924,2024-03-19,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),Aid Workers (Palestine),Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Arab 48; Dunia Al Watan; Ma'an News Agency; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 19 March 2024, Israeli forces opened fire on a gathering for aid distribution popular committees (established by Gazan clans and likely supported by Hamas) at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving at least 23 fatalities and injuring others, among those killed was the head of the committee.",23,,1740447587
PSE48710,2024-03-15,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 15 March 2024, Israeli forces opened fire at Palestinians who were waiting for aid trucks at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving 1 fatality and a number of injuries.",1,,1740447586
PSE48741,2024-03-13,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 13 March 2024, Israeli forces opened fire at Palestinians who were waiting for aid trucks at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving 6 fatalities and at least 83 injuries.",6,,1740447586
PSE48571,2024-03-11,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Quds News Network; Twitter,New media-National,"On 11 March 2024, Israeli forces opened fire at Palestinians who were waiting for aid trucks at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving 7 fatalities and at least 38 injuries.",7,,1740447586
PSE48544,2024-03-10,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Palestine News and Information Agency,National,"On 10 March 2024, Israeli forces opened fire at Palestinians who were waiting for aid trucks at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving 5 fatalities and dozens of injuries.",5,,1740447586
PSE48514,2024-03-09,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 9 March 2024, Israeli forces opened fire at Palestinians who were waiting for aid trucks at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving one fatality and at least 20 injuries.",1,,1740447586
PSE48487,2024-03-08,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Abasan al Jadidah,31.3416,34.3459,1,Arab 48; Quds News Network; Twitter,New media-National,"On 8 March 2024, Israeli soldiers sniped and injured a number of Palestinians in Abasan al Jadidah (Khan Yunis, Gaza Strip).",0,,1715049697
PSE48494,2024-03-08,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Newpress; Quds News Network; Twitter,New media-National,"On 8 March 2024, Israeli forces opened fire at Palestinians who were waiting for aid trucks at the Kuwait roundabout in Gaza - Az Zaytun (Gaza City, Gaza Strip), leaving 2 fatalities and a number of injuries.",2,,1740447586
PSE59523,2024-03-07,2024,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,2,Israeli Defense Forces,Other,"On 7 March 2024, Israeli warpanes struck targets in central Gaza Strip (coded to Deir al Balah). IDF claimed that it killed about 15 militants (coded as Hamas Movement) using sniper fire, aircraft and fighter jets.",15,,1727125752
PSE48455,2024-03-07,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shaykh Ijlin,31.5098,34.4274,1,Quds News Network; Twitter,New media-National,"On 7 March 2024, Israeli military forces opened fire on Palestinians who were waiting for aid trucks at Al Nabulsi roundabout in Al Rasheed Street in Gaza - Ash Shaykh Ijlin (Gaza City, Gaza Strip), killing 1 person and injuring 12 more.",1,,1732580226
PSE56278,2024-03-07,2024,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Khan Yunis,,Hamad,31.3749,34.3193,1,Twitter,New media,"On 7 March 2024, Israeli warplanes and snipers killed 'numerous' gunmen from Hamas in Hamad city (Khan Yunis, Gaza Strip). [On 14 March 2024, 15 bodies were recovered from under the rubble in Hamad. These fatalities were coded to this event].",15,,1739227027
PSE48412,2024-03-06,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Al Mughraqa,31.4675,34.4097,2,Al-Ittihad; Ma'an News Agency; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 6 March 2024, Israeli forces opened fire toward Palestinians in Wadi Gaza south of Al Mughraqa (Gaza City, Gaza Strip), leaving 7 fatalities and a number of injuries.",7,,1739840137
PSE48378,2024-03-05,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shaykh Ijlin,31.5098,34.4274,2,Dunia Al Watan; Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 5 March 2024, Israeli military forces opened fire on Palestinians who were waiting for aid trucks in Al Rasheed Street, coded to Gaza - Ash Shaykh Ijlin (Gaza City, Gaza Strip), killing 1 child and leaving a number of injuries.",1,,1732580226
PSE59521,2024-03-03,2024,1,Political violence,Battles,Armed clash,Military Forces of Israel (2022-),,External/Other forces,Hamas Movement,,Political militia,Political militia-External/Other forces,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,2,Israeli Defense Forces,Other,"On 3 March 2024, Israeli struck militant targets in central Gaza strip (coded to Deir al Balah) and killed about 15 militants (coded as Hamas) using airstrikes, shelling and sniper attacks.",15,,1727125752
PSE48206,2024-03-03,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Az Zaytun,31.4964,34.4522,1,Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 3 March 2024, Israeli military forces opened fire on Palestinians who were waiting for aid trucks at the Kuwait junction in Gaza - Az Zaytun (Gaza City, Gaza Strip), killing a Palestinian and injuring another 10.",1,,1740447586
PSE48191,2024-03-02,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shaykh Ijlin,31.5098,34.4274,1,Newpress; Palestine News and Information Agency; Quds News Network; Twitter,New media-National,"On 2 March 2024, Israeli military forces opened fire on Palestinians who were waiting for aid trucks at Al Nabulsi roundabout in Al Rasheed Street in Gaza - Ash Shaykh Ijlin (Gaza City, Gaza Strip), killing one person and injuring 26 more.",1,,1732580226
PSE47858,2024-02-29,2024,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shaykh Ijlin,31.5098,34.4274,1,Al-Ittihad; Arab 48; Arutz Sheva; BBC News; Dunia Al Watan; Israeli Defense Forces; Newpress; Palestine News and Information Agency; Quds News Network; Times of Israel; Twitter; UN HRC,Other-New media,"On 29 February 2024, Israeli forces likely opened fire on Palestinians who were waiting for aid trucks at Al Rasheed Street in Gaza - Ash Shaykh Ijlin (Gaza City, Gaza Strip). As a result, 118 Palestinians were killed, and at least 760 persons were injured. Israel's military stated that 'tanks fired warning shots but did not strike the lorries, adding many of the dead were trampled or run over'. Hamas rejected Israel's account, saying there was 'undeniable' evidence of 'direct firing at citizens'. The UN Security Council scheduled a closed-door emergency meeting to discuss the incident during which 14 of the council's 15 members supported the motion blaming Israel for 'opening fire', but the US blocked it.",118,,1742858681
